year,nuts_id,nuts_year,value,variable,description,unit,nuts_name
2014,UKH1,2013,3.35,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,East Anglia
2014,UKJ1,2013,3.26,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,"Berkshire, Buckinghamshire and Oxfordshire"
2014,UKI3,2013,3.25,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Inner London - West
2014,UKL2,2013,3.15,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,East Wales
2014,UKK1,2013,3.15,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,"Gloucestershire, Wiltshire and Bristol/Bath area"
2014,UKM2,2013,3.14,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Eastern Scotland
2014,UKJ3,2013,3.13,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Hampshire and Isle of Wight
2014,UKE3,2013,3.12,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,South Yorkshire
2014,UKE2,2013,3.12,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,North Yorkshire
2014,UKC1,2013,3.1,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Tees Valley and Durham
2014,UKD3,2013,3.09,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Greater Manchester
2014,UKG3,2013,3.07,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,West Midlands
2014,UKD7,2013,3.04,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Merseyside
2014,UKM3,2013,3.03,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,South Western Scotland
2014,UKF1,2013,3.01,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Derbyshire and Nottinghamshire
2014,UKE4,2013,3.0,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,West Yorkshire
2014,UKK4,2013,3.0,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Devon
2014,UKD4,2013,2.98,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Lancashire
2014,UKJ2,2013,2.98,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,"Surrey, East and West Sussex"
2014,UKM5,2013,2.97,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,North Eastern Scotland
2014,UKC2,2013,2.95,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Northumberland and Tyne and Wear
2014,UKN0,2013,2.95,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Northern Ireland
2014,UKL1,2013,2.92,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,West Wales and The Valleys
2014,UKI4,2013,2.92,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Inner London - East
2014,UKM6,2013,2.91,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Highlands and Islands
2014,UKF2,2013,2.85,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,"Leicestershire, Rutland and Northamptonshire"
2014,UKJ4,2013,2.84,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Kent
2014,UKE1,2013,2.83,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,East Yorkshire and Northern Lincolnshire
2014,UKH2,2013,2.83,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Bedfordshire and Hertfordshire
2014,UKG2,2013,2.67,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Shropshire and Staffordshire
2014,UKI7,2013,2.59,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Outer London - West and North West
2014,UKF3,2013,2.55,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Lincolnshire
2014,UKH3,2013,2.51,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Essex
2014,UKI5,2013,2.47,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Outer London - East and North East
2014,UKI6,2013,2.44,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Outer London - South
2014,UKK2,2013,2.31,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Dorset and Somerset
2014,UKG1,2013,2.24,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,"Herefordshire, Worcestershire and Warwickshire"
2014,UKD6,2013,1.76,mean_ref_stem,The total number of excellent researchers (4* score) submitted by universities in the NUTS-2 region for the 2014 REF,FTE,Cheshire
2014,UKH1,2013,3.29,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),East Anglia
2014,UKI3,2013,3.2,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Inner London - West
